Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
"	Punct	O	N/A	N/A	N/A	N/A
away	Eng	O	45.92	19.35	-0.8	45.120000000000005
from	Eng	O	48.14	12.52	-0.8	47.34
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
body	Eng	O	40.47	17.19	-0.8	39.67
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
como	Spn	O	21.69	52.03	-1.01	51.02
con	Spn	O	33.09	47.17	-1.01	46.160000000000004
una	Spn	O	21.97	46.98	-1.01	45.97
mueca	Spn	O	14.57	30.95	-1.01	29.939999999999998
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
asco	Spn	O	20.8	33.38	-1.01	32.370000000000005
"	Punct	O	N/A	N/A	N/A	N/A
extended	Eng	O	49.21	30.29	-2.38	46.83
toward	Eng	O	50.34	15.44	-0.8	49.540000000000006
us	Eng	O	36.11	21.64	-0.8	35.31
"	Punct	O	N/A	N/A	N/A	N/A
un	Spn	O	21.77	40.51	-2.38	38.129999999999995
pale	Spn	O	27.4	37.66	-1.01	36.65
yellow	Eng	O	44.02	3.71	-2.38	41.64
sobre	Spn	O	23.95	48.06	-2.38	45.68
.	Punct	O	N/A	N/A	N/A	N/A
Weopened	Eng	O/MISC	37.75	1.5	-2.38	35.37
it	Eng	O/MISC	50.11	11.76	-0.8	49.31
.	Punct	O	N/A	N/A	N/A	N/A
We	Eng	O	46.45	7.69	-0.8	45.650000000000006
read	Eng	O	47.87	22.02	-0.8	47.07
it	Eng	O	50.11	11.76	-0.8	49.31
.	Punct	O	N/A	N/A	N/A	N/A
—	Punct	O	N/A	N/A	N/A	N/A
Pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
mamá	Spn	O	3.07	40.23	-1.01	39.22
"	Punct	O	N/A	N/A	N/A	N/A
le	Spn	O	24.53	39.88	-1.01	38.870000000000005
dije	Spn	O	12.99	42.67	-1.01	41.660000000000004
"	Punct	O	N/A	N/A	N/A	N/A
this	Eng	O	59.86	22.07	-2.38	57.48
doesn	Eng	O	51.86	9.83	-0.8	51.06
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
prove	Eng	O	46.66	35.42	-0.8	45.86
anything	Eng	O	78.29	10.54	-0.8	77.49000000000001
.	Punct	O	N/A	N/A	N/A	N/A
In	Eng	O	45.41	25.29	-0.8	44.61
his	Eng	O	44.36	27.21	-0.8	43.56
absence	Eng	O	44.61	23.87	-0.8	43.81
"	Punct	O	N/A	N/A	N/A	N/A
Daddy	Eng	O/MISC	33.59	18.36	-0.8	32.790000000000006
had	Eng	O/MISC	48.39	23.13	-0.8	47.59
given	Eng	O/MISC	47.29	24.86	-0.8	46.49
Mom	Eng	O/MISC	34.1	16.88	-0.8	33.300000000000004
carte	Spn	O	29.86	48.04	-2.38	45.66
blanche	Spn	O	31.28	41.13	-1.01	40.120000000000005
to	Eng	O	48.13	29.93	-2.38	45.75
take	Eng	O	52.22	21.69	-0.8	51.42
care	Eng	O	50.54	35.0	-0.8	49.74
of	Eng	O	45.37	12.91	-0.8	44.57
his	Eng	O	44.36	27.21	-0.8	43.56
mail	Eng	O	35.85	19.39	-0.8	35.050000000000004
.	Punct	O	N/A	N/A	N/A	N/A
The	Eng	O	60.83	27.05	-0.8	60.03
offending	Eng	O	60.26	7.23	-0.8	59.46
letter	Eng	O	50.32	27.72	-0.8	49.52
era	Spn	O	20.63	43.25	-2.38	40.87
una	Spn	O	21.97	46.98	-1.01	45.97
carta	Spn	O	24.0	45.86	-1.01	44.85
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
una	Spn	O	21.97	46.98	-1.01	45.97
ex	Eng	O	19.52	16.77	-2.38	17.14
-	Punct	O	N/A	N/A	N/A	N/A
novia	Spn	O	20.72	41.41	-2.38	39.029999999999994
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
papá	Spn	O	5.72	41.0	-1.01	39.99
"	Punct	O	N/A	N/A	N/A	N/A
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
hace	Spn	O	31.01	47.7	-1.01	46.690000000000005
décadas	Spn	O	13.67	38.64	-1.01	37.63
.	Punct	O	N/A	N/A	N/A	N/A
Pues	Spn	O	24.99	50.16	-1.01	49.15
ahora	Spn	O	14.92	53.85	-1.01	52.84
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
divorciaba	Spn	O	17.25	38.06	-1.01	37.050000000000004
del	Spn	O	26.4	45.85	-1.01	44.84
marido	Spn	O	24.74	51.46	-1.01	50.45
"	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-1.01	33.4
le	Spn	O	24.53	39.88	-1.01	38.870000000000005
había	Spn	O	14.7	50.09	-1.01	49.080000000000005
mandado	Spn	O	32.24	54.63	-1.01	53.620000000000005
a	Eng	O	39.06	38.09	-2.38	36.68
Daddy	Eng	O/PERSON	33.59	18.36	-0.8	32.790000000000006
un	Spn	O	21.77	40.51	-2.38	38.129999999999995
let	Eng	O	41.33	17.8	-2.38	38.949999999999996
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
catch	Eng	O	46.49	17.54	-0.8	45.690000000000005
up	Eng	O	37.07	9.61	-0.8	36.27
"	Punct	O	N/A	N/A	N/A	N/A
let	Eng	O	41.33	17.8	-0.8	40.53
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
meet	Eng	O/MISC	40.47	14.53	-0.8	39.67
for	Eng	O/MISC	47.94	28.79	-0.8	47.14
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
letter	Eng	O	50.32	27.72	-0.8	49.52
"	Punct	O	N/A	N/A	N/A	N/A
con	Spn	O	33.09	47.17	-2.38	44.79
lujo	Spn	O	10.72	29.0	-1.01	27.99
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
detalles	Spn	O	29.6	52.29	-1.01	51.28
wannabe	Eng	O	33.69	12.6	-2.38	31.31
seductores	Spn	O	34.37	48.36	-2.38	45.98
about	Eng	O	62.63	15.69	-2.38	60.25
sunbathing	Eng	O	45.6	8.86	-0.8	44.800000000000004
semi	Eng	O	27.83	25.86	-0.8	27.029999999999998
-	Punct	O	N/A	N/A	N/A	N/A
desnuda	Spn	O	17.82	46.06	-2.38	43.68
en	Spn	O	25.45	42.54	-1.01	41.53
su	Spn	O	14.41	35.66	-1.01	34.65
Oregon	Eng	LOCATION/LOCATION	23.58	18.32	-2.38	21.2
backyard	Eng	O	51.97	11.87	-0.8	51.17
"	Punct	O	N/A	N/A	N/A	N/A
con	Spn	O	33.09	47.17	-2.38	44.79
su	Spn	O	14.41	35.66	-1.01	34.65
miniature	Eng	O	47.29	30.03	-2.38	44.91
poodle	Eng	O	33.16	22.26	-0.8	32.36
correteando	Spn	O	26.25	57.94	-2.38	55.559999999999995
by	Eng	O	35.52	13.53	-2.38	33.14
her	Eng	O	46.52	29.04	-0.8	45.720000000000006
feet	Eng	O	40.42	10.37	-0.8	39.620000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Stuff	Eng	O	50.84	3.55	-0.8	50.040000000000006
like	Eng	O	57.49	21.32	-0.8	56.690000000000005
that	Eng	O	68.72	14.42	-0.8	67.92
.	Punct	O	N/A	N/A	N/A	N/A
Daddy	Eng	O/PERSON	33.59	18.36	-0.8	32.790000000000006
was	Eng	O	51.72	16.52	-0.8	50.92
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
Libra	Spn	O/LOCATION	25.43	36.89	-2.38	34.51
.	Punct	O	N/A	N/A	N/A	N/A
Guapo	Spn	O	14.01	33.69	-1.01	32.68
.	Punct	O	N/A	N/A	N/A	N/A
Smooth	Eng	O	35.18	4.42	-2.38	32.8
.	Punct	O	N/A	N/A	N/A	N/A
Urbane	Eng	O/PERSON	26.09	19.05	-0.8	25.29
.	Punct	O	N/A	N/A	N/A	N/A
Funny	Eng	O/PERSON	44.71	19.74	-0.8	43.910000000000004
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
hell	Eng	O	43.67	19.29	-0.8	42.870000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Con	Spn	O	33.09	47.17	-2.38	44.79
una	Spn	O	21.97	46.98	-1.01	45.97
voz	Spn	O	4.31	27.24	-1.01	26.229999999999997
rica	Spn	O	28.56	34.61	-1.01	33.6
"	Punct	O	N/A	N/A	N/A	N/A
low	Eng	O	37.22	12.9	-2.38	34.839999999999996
"	Punct	O	N/A	N/A	N/A	N/A
melodiosa	Spn	O	16.68	35.56	-2.38	33.18
.	Punct	O	N/A	N/A	N/A	N/A
En	Spn	O	25.45	42.54	-1.01	41.53
primer	Spn	O	39.32	51.79	-1.01	50.78
lugar	Spn	O	20.89	46.02	-1.01	45.010000000000005
"	Punct	O	N/A	N/A	N/A	N/A
tendría	Spn	O	17.79	52.99	-1.01	51.980000000000004
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
haber	Spn	O	30.9	47.88	-1.01	46.870000000000005
sabido	Spn	O	18.3	48.84	-1.01	47.830000000000005
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
mujer	Spn	O	19.33	48.1	-1.01	47.09
(	Punct	O	N/A	N/A	N/A	N/A
Jean	Eng	O/PERSON	32.44	22.23	-2.38	30.06
"	Punct	O	N/A	N/A	N/A	N/A
me	Spn	O	41.15	43.0	-2.38	40.62
acuerdo	Spn	O	16.48	55.65	-1.01	54.64
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
llamaba	Spn	O	9.87	49.72	-1.01	48.71
)	Punct	O	N/A	N/A	N/A	N/A
that	Eng	O	68.72	14.42	-2.38	66.34
Daddy	Eng	O/PERSON	33.59	18.36	-0.8	32.790000000000006
was	Eng	O	51.72	16.52	-0.8	50.92
notfond	Eng	O	32.92	16.95	-0.8	32.120000000000005
of	Eng	O	45.37	12.91	-0.8	44.57
dogs	Eng	O	39.93	15.44	-0.8	39.13
.	Punct	O	N/A	N/A	N/A	N/A
He	Eng	O	44.49	34.18	-0.8	43.690000000000005
was	Eng	O	51.72	16.52	-0.8	50.92
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
cat	Eng	O	40.58	16.78	-0.8	39.78
person	Eng	O	54.45	49.73	-0.8	53.650000000000006
.	Punct	O	N/A	N/A	N/A	N/A
Pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
ni	Spn	O	16.53	32.18	-1.01	31.169999999999998
modo	Spn	O	24.71	44.18	-1.01	43.17
.	Punct	O	N/A	N/A	N/A	N/A
Le	Spn	O	24.53	39.88	-1.01	38.870000000000005
dijimos	Spn	O	14.56	49.52	-1.01	48.510000000000005
"	Punct	O	N/A	N/A	N/A	N/A
Mom	Eng	O	34.1	16.88	-2.38	31.720000000000002
"	Punct	O	N/A	N/A	N/A	N/A
the	Eng	O	60.83	27.05	-0.8	60.03
only	Eng	O	49.65	9.4	-0.8	48.85
thing	Eng	O	69.37	13.97	-0.8	68.57000000000001
this	Eng	O	59.86	22.07	-0.8	59.06
proveses	Spn	O	38.58	39.74	-2.38	37.36
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
esta	Spn	O	22.4	52.76	-1.01	51.75
mujer	Spn	O	19.33	48.1	-1.01	47.09
has	Eng	O	46.17	42.75	-2.38	43.79
the	Eng	O	60.83	27.05	-0.8	60.03
hots	Eng	O	33.75	19.91	-0.8	32.95
for	Eng	O	47.94	28.79	-0.8	47.14
Dad	Eng	O/PERSON	35.2	30.34	-0.8	34.400000000000006
.	Punct	O	N/A	N/A	N/A	N/A
That	Eng	O	68.72	14.42	-0.8	67.92
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
all	Eng	O	47.74	25.64	-0.8	46.940000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
mamá	Spn	O	3.07	40.23	-1.01	39.22
would	Eng	O	61.19	3.84	-2.38	58.809999999999995
have	Eng	O	60.11	28.54	-0.8	59.31
none	Eng	O/MISC	41.36	27.92	-0.8	40.56
of	Eng	O/MISC	45.37	12.91	-0.8	44.57
it	Eng	O/MISC	50.11	11.76	-0.8	49.31
.	Punct	O	N/A	N/A	N/A	N/A
Of	Eng	O	45.37	12.91	-0.8	44.57
reason	Eng	O	56.08	28.09	-0.8	55.28
.	Punct	O	N/A	N/A	N/A	N/A
Según	Spn	O	13.16	38.34	-2.38	35.96
ella	Spn	O	17.16	48.39	-1.01	47.38
"	Punct	O	N/A	N/A	N/A	N/A
it	Eng	O/MISC	50.11	11.76	-2.38	47.73
was	Eng	O/MISC	51.72	16.52	-0.8	50.92
all	Eng	O/MISC	47.74	25.64	-0.8	46.940000000000005
over	Eng	O/MISC	48.52	24.85	-0.8	47.720000000000006
.	Punct	O	N/A	N/A	N/A	N/A
Guilty	Eng	O	43.5	12.25	-0.8	42.7
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
charged	Eng	O	46.99	19.44	-0.8	46.190000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Guilty	Eng	O	43.5	12.25	-0.8	42.7
even	Eng	O	50.32	32.92	-0.8	49.52
beforethe	Eng	O	50.57	9.85	-0.8	49.77
trial	Eng	O	44.17	32.1	-0.8	43.370000000000005
!	Punct	O	N/A	N/A	N/A	N/A
Así	Spn	O	3.01	38.29	-2.38	35.91
era	Spn	O	20.63	43.25	-1.01	42.24
mamá	Spn	O	3.07	40.23	-1.01	39.22
"	Punct	O	N/A	N/A	N/A	N/A
desde	Spn	O	22.55	52.15	-1.01	51.14
siempre	Spn	O	20.12	59.19	-1.01	58.18
.	Punct	O	N/A	N/A	N/A	N/A
36	Num	O	N/A	N/A	N/A	N/A
Y	Spn	O	21.5	34.41	-1.01	33.4
llamadas	Spn	O	18.96	56.04	-1.01	55.03
telefónicas	Spn	O	23.18	46.82	-1.01	45.81
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
Madrid	Spn	LOCATION/LOCATION	26.77	32.84	-1.01	31.830000000000002
.	Punct	O	N/A	N/A	N/A	N/A
DeMadrid	Spn	O	24.02	29.69	-1.01	28.68
.	Punct	O	N/A	N/A	N/A	N/A
A	Spn	O	39.06	38.09	-1.01	37.080000000000005
Selma	Spn	LOCATION/PERSON	21.47	28.51	-1.01	27.5
"	Punct	O	N/A	N/A	N/A	N/A
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
amiga	Spn	O	17.3	44.18	-1.01	43.17
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
familia	Spn	O	41.43	49.04	-1.01	48.03
donde	Spn	O	31.06	50.47	-1.01	49.46
papá	Spn	O	5.72	41.0	-1.01	39.99
se	Spn	O	30.91	42.67	-1.01	41.660000000000004
hospedaba	Spn	O	14.68	38.17	-1.01	37.160000000000004
.	Punct	O	N/A	N/A	N/A	N/A
Que	Spn	O	26.46	56.13	-1.01	55.120000000000005
would	Eng	O	61.19	3.84	-2.38	58.809999999999995
you	Eng	O	56.67	25.36	-0.8	55.870000000000005
please	Eng	O	45.14	31.36	-0.8	44.34
tell	Eng	O	49.1	23.35	-0.8	48.300000000000004
Joe	Eng	PERSON/PERSON	15.63	12.65	-0.8	14.83
I	Eng	O/PERSON	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
leaving	Eng	O	55.83	13.68	-0.8	55.03
him	Eng	O	39.42	13.41	-0.8	38.620000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Que	Spn	O	26.46	56.13	-2.38	53.75
llamadas	Spn	O	18.96	56.04	-1.01	55.03
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
papá	Spn	O	5.72	41.0	-1.01	39.99
"	Punct	O	N/A	N/A	N/A	N/A
histérico	Spn	O	22.78	40.72	-1.01	39.71
"	Punct	O	N/A	N/A	N/A	N/A
June	Eng	O/PERSON	29.26	24.65	-2.38	26.880000000000003
"	Punct	O	N/A	N/A	N/A	N/A
whaaat	Eng	O/MISC	30.78	-0.28	-0.8	29.98
?	Punct	O	N/A	N/A	N/A	N/A
Don	Eng	O	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
be	Eng	O	42.62	20.92	-0.8	41.82
ridiculous	Eng	O	53.53	18.19	-0.8	52.730000000000004
"	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
never	Eng	O/MISC	54.2	28.98	-0.8	53.400000000000006
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
slam	Eng	O	22.75	4.68	-0.8	21.95
the	Eng	O	60.83	27.05	-0.8	60.03
phone	Eng	O	45.13	16.3	-0.8	44.330000000000005
down	Eng	O	49.05	17.68	-0.8	48.25
.	Punct	O	N/A	N/A	N/A	N/A
Todo	Spn	O	28.57	51.36	-2.38	48.98
esto	Spn	O	21.84	52.73	-1.01	51.72
"	Punct	O	N/A	N/A	N/A	N/A
of	Eng	O	45.37	12.91	-2.38	42.989999999999995
course	Eng	O	58.59	29.61	-0.8	57.790000000000006
"	Punct	O	N/A	N/A	N/A	N/A
waaay	Eng	O/MISC	21.27	10.54	-0.8	20.47
before	Eng	O/MISC	59.48	17.29	-0.8	58.68
Email	Eng	O/MISC	21.28	16.82	-0.8	20.48
and	Eng	O/MISC	58.08	26.56	-0.8	57.28
cheap	Eng	O/MISC	34.73	6.83	-0.8	33.93
"	Punct	O	N/A	N/A	N/A	N/A
deregulated	Eng	O	49.81	28.72	-0.8	49.010000000000005
international	Eng	O	72.89	48.06	-0.8	72.09
calls	Eng	O	45.65	25.37	-0.8	44.85
.	Punct	O	N/A	N/A	N/A	N/A
Esto	Spn	O	21.84	52.73	-2.38	50.349999999999994
era	Spn	O	20.63	43.25	-1.01	42.24
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
puro	Spn	O	19.61	41.18	-1.01	40.17
telegrama	Spn	O	25.64	45.66	-1.01	44.65
.	Punct	O	N/A	N/A	N/A	N/A
STOP	Eng	O	36.8	6.02	-2.38	34.419999999999995
.	Punct	O	N/A	N/A	N/A	N/A
Ramo	Spn	PERSON/O	14.84	29.29	-2.38	26.91
de	Spn	PERSON/O	26.21	47.06	-1.01	46.050000000000004
rosas	Spn	PERSON/O	24.82	41.72	-1.01	40.71
.	Punct	O	N/A	N/A	N/A	N/A
STOP	Eng	O	36.8	6.02	-2.38	34.419999999999995
.	Punct	O	N/A	N/A	N/A	N/A
Lágrimas	Spn	O	12.46	37.74	-2.38	35.36
y	Spn	O	21.5	34.41	-1.01	33.4
gritos	Spn	O	20.99	46.32	-1.01	45.31
transatlánticos	Spn	O	17.69	40.47	-1.01	39.46
y	Spn	O	21.5	34.41	-1.01	33.4
finally	Eng	O	60.6	24.57	-2.38	58.22
.	Punct	O	N/A	N/A	N/A	N/A
Yes	Eng	O	47.22	27.23	-0.8	46.42
.	Punct	O	N/A	N/A	N/A	N/A
Daddy	Eng	O/PERSON	33.59	18.36	-0.8	32.790000000000006
actually	Eng	O	70.55	26.25	-0.8	69.75
cut	Eng	O	37.2	13.61	-0.8	36.400000000000006
short	Eng	O	46.65	15.66	-0.8	45.85
his	Eng	O	44.36	27.21	-0.8	43.56
research	Eng	O	48.14	12.66	-0.8	47.34
trip	Eng	O	35.43	18.11	-0.8	34.63
.	Punct	O	N/A	N/A	N/A	N/A
By	Eng	O	35.52	13.53	-0.8	34.720000000000006
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
whole	Eng	O	54.64	17.09	-0.8	53.84
week	Eng	O	43.43	1.74	-0.8	42.63
.	Punct	O	N/A	N/A	N/A	N/A
Furioso	Spn	O	20.52	40.14	-2.38	37.76
"	Punct	O	N/A	N/A	N/A	N/A
resignado	Spn	O	34.95	44.53	-1.01	43.52
"	Punct	O	N/A	N/A	N/A	N/A
enamorado	Spn	O	23.87	58.07	-1.01	57.06
"	Punct	O	N/A	N/A	N/A	N/A
Daddy	Eng	O/PERSON	33.59	18.36	-2.38	31.210000000000004
regresó	Spn	O	3.91	42.54	-2.38	40.16
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
casa	Spn	O	21.54	47.0	-1.01	45.99
to	Eng	O	48.13	29.93	-2.38	45.75
the	Eng	O	60.83	27.05	-0.8	60.03
tribunal	Spn	O	32.62	40.47	-2.38	38.089999999999996
that	Eng	O	68.72	14.42	-2.38	66.34
was	Eng	O	51.72	16.52	-0.8	50.92
awaiting	Eng	O	49.65	4.39	-0.8	48.85
him	Eng	O	39.42	13.41	-0.8	38.620000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Porque	Spn	O	23.55	64.76	-2.38	62.38
eso	Spn	O	19.62	46.36	-1.01	45.35
debería	Spn	O	9.16	59.14	-1.01	58.13
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
haber	Spn	O	30.9	47.88	-1.01	46.870000000000005
sido	Spn	O	25.54	46.01	-1.01	45.0
una	Spn	O	21.97	46.98	-1.01	45.97
jodienda	Spn	O	10.83	36.6	-1.01	35.59
:	Punct	O	N/A	N/A	N/A	N/A
four	Eng	O	47.26	17.0	-2.38	44.879999999999995
women	Eng	O	48.92	15.55	-0.8	48.120000000000005
"	Punct	O	N/A	N/A	N/A	N/A
todas	Spn	O	36.73	52.68	-2.38	50.3
taking	Eng	O	60.63	14.66	-2.38	58.25
mami	Spn	O	19.22	33.56	-2.38	31.180000000000003
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-2.38	37.75
side	Eng	O	42.92	35.29	-0.8	42.120000000000005
"	Punct	O	N/A	N/A	N/A	N/A
putting	Eng	O	60.55	15.98	-0.8	59.75
him	Eng	O	39.42	13.41	-0.8	38.620000000000005
—	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	19.84	42.02	-2.38	39.64
gran	Spn	O	34.74	42.11	-1.01	41.1
catedrático	Spn	O	21.93	36.0	-1.01	34.99
"	Punct	O	N/A	N/A	N/A	N/A
world	Eng	O	49.76	0.29	-2.38	47.379999999999995
-	Punct	O	N/A	N/A	N/A	N/A
renowned	Eng	O	34.65	14.93	-0.8	33.85
orador	Spn	O	27.84	37.96	-2.38	35.58
—	Punct	O	N/A	N/A	N/A	N/A
on	Eng	O	43.01	23.0	-2.38	40.629999999999995
trial	Eng	O	44.17	32.1	-0.8	43.370000000000005
.	Punct	O	N/A	N/A	N/A	N/A
La	Spn	O	18.68	44.74	-2.38	42.36
realidad	Spn	O	39.55	52.0	-1.01	50.99
era	Spn	O	20.63	43.25	-1.01	42.24
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
papá	Spn	O	5.72	41.0	-1.01	39.99
no	Spn	O	39.04	44.89	-1.01	43.88
había	Spn	O	14.7	50.09	-1.01	49.080000000000005
hecho	Spn	O	23.63	47.3	-1.01	46.29
nada	Spn	O	19.49	48.44	-1.01	47.43
.	Punct	O	N/A	N/A	N/A	N/A
Ni	Spn	O	16.53	32.18	-1.01	31.169999999999998
siquiera	Spn	O	13.44	59.15	-1.01	58.14
había	Spn	O	14.7	50.09	-1.01	49.080000000000005
visto	Spn	O	20.37	48.32	-1.01	47.31
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
tal	Spn	O	35.47	36.38	-1.01	35.370000000000005
Jean	Eng	PERSON/PERSON	32.44	22.23	-2.38	30.06
in	Eng	O	45.41	25.29	-0.8	44.61
over	Eng	O	48.52	24.85	-0.8	47.720000000000006
20	Num	O	N/A	N/A	N/A	N/A
years	Eng	O	60.3	9.69	-0.8	59.5
.	Punct	O	N/A	N/A	N/A	N/A
Pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
eso	Spn	O	19.62	46.36	-1.01	45.35
sí	Spn	O	-2.55	35.52	-1.01	34.510000000000005
"	Punct	O	N/A	N/A	N/A	N/A
we	Eng	O	46.45	7.69	-2.38	44.07
put	Eng	O/MISC	43.43	16.46	-0.8	42.63
him	Eng	O/MISC	39.42	13.41	-0.8	38.620000000000005
through	Eng	O/MISC	66.36	6.77	-0.8	65.56
the	Eng	O/MISC	60.83	27.05	-0.8	60.03
wringer	Eng	O/MISC	37.13	9.87	-0.8	36.330000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Daddy	Eng	O/PERSON	33.59	18.36	-0.8	32.790000000000006
was	Eng	O	51.72	16.52	-0.8	50.92
beautiful	Eng	O	51.42	11.64	-0.8	50.620000000000005
"	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
supongo	Spn	O	21.46	49.66	-1.01	48.65
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
women	Eng	O	48.92	15.55	-2.38	46.54
were	Eng	O	57.76	17.06	-0.8	56.96
pretty	Eng	O	57.15	26.28	-0.8	56.35
much	Eng	O	50.21	32.0	-0.8	49.410000000000004
always	Eng	O	58.03	12.99	-0.8	57.230000000000004
throwing	Eng	O	66.22	8.49	-0.8	65.42
themselves	Eng	O	74.46	23.3	-0.8	73.66
at	Eng	O	43.35	13.78	-0.8	42.550000000000004
him	Eng	O	39.42	13.41	-0.8	38.620000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Claro	Spn	O	19.65	46.31	-2.38	43.93
like	Eng	O	57.49	21.32	-2.38	55.11
Kissinger	Eng	PERSON/PERSON	37.88	9.01	-0.8	37.080000000000005
said	Eng	O	47.81	17.28	-0.8	47.010000000000005
"	Punct	O	N/A	N/A	N/A	N/A
el	Spn	O	19.84	42.02	-2.38	39.64
poder	Spn	O	24.9	46.48	-1.01	45.47
es	Spn	O	21.58	44.75	-1.01	43.74
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
máximo	Spn	O	5.0	37.42	-1.01	36.410000000000004
afrodisíaco	Spn	O	11.4	20.0	-1.01	18.99
.	Punct	O	N/A	N/A	N/A	N/A
So	Eng	O	43.57	28.06	-2.38	41.19
it	Eng	O	50.11	11.76	-0.8	49.31
doesn	Eng	O	51.86	9.83	-0.8	51.06
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
even	Eng	O	50.32	32.92	-0.8	49.52
matter	Eng	O	52.92	34.34	-0.8	52.120000000000005
"	Punct	O	N/A	N/A	N/A	N/A
un	Spn	O	21.77	40.51	-2.38	38.129999999999995
hombre	Spn	O	27.86	58.81	-1.01	57.800000000000004
puede	Spn	O	17.51	54.99	-1.01	53.980000000000004
ser	Spn	O	33.36	42.43	-1.01	41.42
barrigudo	Spn	O	21.51	33.28	-1.01	32.27
"	Punct	O	N/A	N/A	N/A	N/A
calvo	Spn	O	20.75	34.0	-1.01	32.99
"	Punct	O	N/A	N/A	N/A	N/A
gordo	Spn	O	22.71	39.58	-1.01	38.57
"	Punct	O	N/A	N/A	N/A	N/A
feo	Spn	O	16.79	28.49	-1.01	27.479999999999997
y	Spn	O	21.5	34.41	-1.01	33.4
atroz	Spn	O	8.6	22.35	-1.01	21.34
pero	Spn	O	24.95	52.4	-1.01	51.39
if	Eng	O	41.12	4.97	-2.38	38.739999999999995
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
perceived	Eng	O	51.99	20.77	-0.8	51.190000000000005
